title_x,tconst,runtimeMinutes,genres_x,averageRating,numVotes,decennie,budget,popularity,release_date,mots_clefs,data.overview,data.poster_image,Comedy,Drama,Documentary,url_trailer
Mater dolorosa,tt0008279,80.0,Drama,6.2,167.0,1910,0,1.304,1917-03-06,['film muet'],"[""Un grand médecin découvre que son épouse a un amant, dont elle a eu un enfant. L'amant se suicide, le mari va enlever l'enfant à sa mère et la chasser.""]",https://image.tmdb.org/t/p/w500/byx1elutxrUCuEEDeQ4KG77hsXT.jpg,0,1,0,
Vendémiaire,tt0009757,148.0,Drama,7.0,69.0,1910,0,0.6,1919-01-17,[],['Un ancien capitaine accueille chez lui des refugies.'],https://image.tmdb.org/t/p/w500/q7g280EAr3VlPgVDJdRNB9PwWs4.jpg,0,1,0,
Le Miracle des loups,tt0015141,73.0,"Drama,History",6.9,111.0,1920,0,0.728,1924-11-13,[],"[""Le roi Louis XI tente d'unifier la France par tous les moyens, honnêtes ou pas, ce qui ne plaît pas à son puissant rival Charles le Téméraire. C'est dans ce contexte troublé que les amours de la fille d'un riche bourgeois et filleule du roi, Jeanne Fouquet, et du chevalier Robert Cottereau se nouent malgré tous les obstacles qui se dressent sur leur route. Parmi ceux-ci, une meute de loups affamés qui tente d'empêcher Jeanne d'accomplir une importante mission que le roi lui a confiée en personne.""]",https://image.tmdb.org/t/p/w500/jS7Qig0YKOTGlDp4HxSilnguvOD.jpg,0,1,0,
"Pierrot, Pierrette",tt0015232,67.0,"Comedy,Drama",6.8,49.0,1920,0,0.697,1924-07-22,[],[],https://image.tmdb.org/t/p/w500/eBpFVcQdUQ8zf4171Q0HzPkFduw.jpg,1,1,0,
Les misérables,tt0016112,359.0,Drama,7.4,105.0,1920,0,0.6,1925-11-24,[],"['Le forcat libéré Jean Valjean est poursuivi par la haine du policier Javert  Structuré en quatre époques, le film respecte fidèlement1 la trame du roman de Victor Hugo']",https://image.tmdb.org/t/p/w500/mjrXZNcLp6cb6woXxRCng5Ay3aj.jpg,0,1,0,
Le Voyage imaginaire,tt0016493,80.0,"Comedy,Drama,Fantasy",6.6,280.0,1920,0,0.716,1926-04-30,[],"[""Dans une banque, un employé amoureux d'une dactylo s'endort et fait d'étranges rêves.""]",https://image.tmdb.org/t/p/w500/yVvHCEbqMLKcSabiaMQNYNtVGov.jpg,1,1,0,
Carmen,tt0016709,110.0,Drama,6.6,114.0,1920,0,1.4,1926-01-01,['adapté d’un roman ou d’un livre'],[],https://image.tmdb.org/t/p/w500/jU7NnljDdGsW43OiyNuPLEMLVIo.jpg,0,1,0,
La glace à trois faces,tt0017938,38.0,"Drama,Romance",6.9,1017.0,1920,0,1.795,1927-01-01,[],"['Un jeune homme riche, a été séduit par trois femmes, une belle Anglaise, Pearl, une artiste russe, Athalia, une charmante ouvrière, Lucie. Mais, épris avant tout de liberté, il ne va à aucun de ses rendez-vous. Passionné de vitesse, il prend plutôt sa voiture de sport et fonce vers les plages de la Normandie. En route, une hirondelle en piqué le blesse mortellement.']",https://image.tmdb.org/t/p/w500/2f2EUgEKwiEa0F5BVODeaqzyMbP.jpg,0,1,0,
Le joueur d'échecs,tt0018045,135.0,"Drama,Fantasy,War",7.0,357.0,1920,0,0.868,1927-05-17,['échecs'],"[""En 1776, un inventeur dissimule un noble polonais dans son automate joueur d'échecs, une machine dont la renommée la conduit à la cour de l'impératrice russe.""]",https://image.tmdb.org/t/p/w500/5aeveKXyivUzuQvnDhfpfKIbEy0.jpg,0,1,0,
Les deux timides,tt0018826,87.0,Comedy,6.8,249.0,1920,0,1.086,1928-12-04,[],"[""Le jeune avocat Fremissin est afflige d'une timidite maladive. Sa premiere plaidoirie est un desastre et entraine la condamnation de son client, Garadoux, un mari brutal.""]",https://image.tmdb.org/t/p/w500/gRVSAoBK96DhaqMbKJ3QqkNopyK.jpg,1,0,0,
Maldone,tt0019127,102.0,"Drama,Romance",7.1,254.0,1920,0,0.6,1928-09-14,[],"[""Maldone est un ouvrier du canal, après s'être enfui de son domaine familial. Il tombe amoureux de Zita, une jeune gitane, lors d'une fête locale. Cependant, après la mort de son frère, Maldone est rappelé pour gérer le domaine. Là, il reprend la vie de propriétaire terrien et épouse la fille d'un voisin. Des années plus tard, Maldone est toujours obsédé par Zita.""]",https://image.tmdb.org/t/p/w500/vY57AsvXMnZxGkdcTrtJniVrW7g.jpg,0,1,0,
Vénus,tt0020546,100.0,"Comedy,Romance",6.1,17.0,1920,0,0.6,1929-09-29,[],[],https://image.tmdb.org/t/p/w500/yffrDG05gyl6VOvPQcPTBEjqqHf.jpg,1,0,0,
Atlantis,tt0020655,0.0,Drama,6.3,35.0,1930,0,0.6,1930-09-26,[],[],https://image.tmdb.org/t/p/w500/sdvmeHkeBvn3D7oxxeXtp5EPbwb.jpg,0,1,0,
Au bonheur des dames,tt0020656,85.0,"Drama,Romance",7.2,718.0,1930,0,1.633,1930-07-03,[],"[""L'essor des grands magasins au XIXème siècle à travers l'histoire d'une orpheline qui monte à Paris pour travailler chez son oncle marchand de draps, transposée dans le Paris de la fin des années 1920.""]",https://image.tmdb.org/t/p/w500/lcshMRxDFWDtT2W9ImBeyuYnbg4.jpg,0,1,0,
David Golder,tt0020814,86.0,Drama,7.0,379.0,1930,0,0.74,1931-03-06,[],"['David Golder, juif polonais, devenu immensément riche, ne vit que pour sa fille Joyce, tendrement chérie, alors qu’elle est fausse, frivole, cupide. Mais sa femme, Gloria, lui révèle que Joyce n’est pas sa fille. Désespéré, Golder s’enfuit, rejoint bientôt par Joyce qui espère lui soutirer de l’argent…']",https://image.tmdb.org/t/p/w500/rO9Hdzg2S4DgRKzfEG2tiffnAZZ.jpg,0,1,0,
Le parfum de la dame en noir,tt0021234,109.0,"Crime,Drama",6.4,122.0,1930,0,0.768,1931-11-06,"['adapté d’un roman ou d’un livre', 'lune de miel', 'côte d’Azur', 'criminel']","[""Le jour du mariage de Mathilde Stangerson et de Robert Darzac, Joseph Rouletabille annonce à Sainclair, chef des informations du journal L'Epoque, que Larsan, le premier mari de Mathilde, n'est pas mort. Le célèbre reporter entraîne Sainclair au château des Roches-Rouges où séjournent les nouveaux époux et où Larsan lui échappe après une tentative manquée d'enlèvement de la jeune épouse .....""]",https://image.tmdb.org/t/p/w500/ww6d4IBp6kpmYMlPSmAiZnW0biE.jpg,0,1,0,
La petite Lise,tt0021247,84.0,Drama,7.0,255.0,1930,0,2.219,1930-12-04,['jalousie'],"['Victor Berthier sort de prison et décide d’aller retrouver sa fille Lise. Celle-ci est heureuse de retrouver son père et lui ment en lui disant qu’elle est dactylo alors qu’elle est en vérité fille de joie. Victor offre une montre à Lise portant ses initiales et part chercher du travail. Pendant ce temps, André, amant de Lise, vient lui rendre visite. Ayant besoin d’argent, il l’emmène chez un usurier pour vendre la montre.']",https://image.tmdb.org/t/p/w500/6OfyuooFBiXLhtQJVqfyMEaiXsX.jpg,0,1,0,
Prix de beauté (Miss Europe),tt0021273,93.0,"Drama,Romance",6.9,700.0,1930,0,1.167,1930-08-01,[],"[""Une jolie dactylo participe, a l'insu de son fiancée, a un prix de beauté organise par un grand quotidien. Devant la jalousie de son ami, elle décide de retirer sa candidature mais il est trop tard.""]",https://image.tmdb.org/t/p/w500/4KGY8BDpGrUSQJPfGUAkWwwpQlp.jpg,0,1,0,
Le roman de Renard,tt0021309,63.0,"Adventure,Animation,Comedy",7.6,1722.0,1930,0,2.006,1941-04-10,"['adapté d’un roman ou d’un livre', 'royaume', 'lion', 'renard', 'marionnette', 'animation en volume', 'roi', 'animaux']","[""Au royaume des animaux, Renard le goupil a pour habitude de berner son prochain. Les doléances se multiplient auprès du roi Noble le lion, qui décide de le faire arrêter.  Finalement condamné à la pendaison, Renard fait miroiter au souverain l'existence d'un fabuleux trésor et obtient ainsi sa libération. Lorsque Noble découvre cette nouvelle supercherie, il ordonne le siège de Maupertuis, le château de Renard. Mais celui-ci l'emporte une nouvelle fois. Impressionné, le roi décide qu'il vaut mieux faire son allié de ce rebelle et le nomme ministre.""]",https://image.tmdb.org/t/p/w500/wCB5jyJuLBXdbB5OMyWvWsBvS7K.jpg,1,0,0,
Sous les toits de Paris,tt0021409,96.0,"Comedy,Drama,Musical",7.0,2637.0,1930,0,3.791,1930-04-28,"['Paris, France', 'pickpocket', 'comédie musicale', 'chanteur de rue', 'performance de rue', 'partitions']","[""Amoureux d'une belle roumaine, un chanteur des rues se fait doubler par un pickpocket...""]",https://image.tmdb.org/t/p/w500/4CAEYOltqWMHL3C6848rC01RTmh.jpg,1,1,0,
L'Âge d'or,tt0021577,63.0,"Comedy,Drama",7.2,15485.0,1930,0,7.095,1930-11-28,"['plage', 'villa', 'orgie', 'meurtre d’enfant', 'jardin', 'évêque', 'surréalisme', 'sculpture', 'hors-la-loi', 'amour', 'noir et blanc', 'célébration', 'film muet', 'scorpion', 'pont-levis']","[""Sur un scénario de Buñuel et Dali, des images folles, un film choc qui fut longtemps frappé d'interdiction et provoqua la parution du «\xa0Manifeste surréaliste\xa0».""]",https://image.tmdb.org/t/p/w500/eSqRMWp6gRgbKT6lxNrDDnml5dX.jpg,1,1,0,
Les amours de minuit,tt0021605,109.0,"Crime,Drama,Romance",6.5,76.0,1930,0,1.4,1931-01-16,[],"[""Une chanteuse de cabaret, amie d'un criminel évadé, s'éprend d'un jeune employé de banque qui a derobé la caisse dans un moment de folie...""]",https://image.tmdb.org/t/p/w500/wFz7EqQBz3FsMGnZgYLckIJANNl.jpg,0,1,0,
La chienne,tt0021739,95.0,"Crime,Drama,Romance",7.5,5233.0,1930,0,6.337,1931-11-20,"['adapté d’un roman ou d’un livre', 'amour non partagé', 'noir et blanc']","[""Employé effacé et peintre amateur, marié à une femme qui le déteste, Maurice Legrand, tombe éperdument amoureux de Lulu, qu'il rencontre à Montmartre. Celle-ci est sous la protection de Dédé, un petit souteneur brutal, dont elle est le gagne-pain. Celui-ci la pousse à avoir une relation avec Legrand, qui en vient à l'entretenir. Dédé, toujours en manque d'argent commence à vendre les toiles de Legrand, faisant croire qu'elles sont peintes par Lulu. Cette dernière va abuser de la crédulité de Legrand et provoquer sa déchéance…""]",https://image.tmdb.org/t/p/w500/8LrxwVefTxDnOf9jnG6e29V6jMq.jpg,0,1,0,
Coeur de lilas,tt0021754,90.0,"Crime,Drama",6.5,257.0,1930,0,0.717,1932-03-13,[],"[""Pour mener son enquête, André Lucot, inspecteur de police, s'introduit dans le milieu en se dissimulant sous une fausse identité. Dans l'hôtel ou il loge il fait la connaissance de Martousse, un voyou, et de Cœur de Lilas, la maîtresse de celui-ci. Cœur de Lilas s'éprend de Lucot, mais ne tarde pas à découvrir sa véritable identité.""]",https://image.tmdb.org/t/p/w500/uFobIBNWazXVjBs2uuFpAay0ntL.jpg,0,1,0,
Faubourg Montmartre,tt0021855,115.0,Drama,6.3,77.0,1930,0,0.6,1931-10-02,[],['La destinee de deux soeurs qui vivent seules rue du Faubourg Montmartre.'],https://image.tmdb.org/t/p/w500/onB2hHFmdU8b65Qd4hsLEuuvoc3.jpg,0,1,0,
Kameradschaft,tt0022017,93.0,"Drama,Thriller",7.5,1973.0,1930,0,3.603,1931-11-17,"['mine', 'coopération']","[""Lorraine 1919 : des mineurs allemands abattant les grilles pour secourir les Français, bloqués par un coup de grisou. Un hymne à la fraternité entre ex-ennemis, interdit dès l'époque nazie.""]",https://image.tmdb.org/t/p/w500/7tGC6VpXwC1IciKMrVgZOjeMSY8.jpg,0,1,0,
Marius,tt0022125,130.0,"Comedy,Drama,Romance",7.8,2807.0,1930,0,5.036,1931-10-09,['amour'],"[""César astique son comptoir et sert de généreux pastis aux habitués de son café, le bar de la Marine, installé sur le Vieux-Port de Marseille. Entre deux parties de cartes avec ses plus fidèles clients, il espère que Marius, son fils, lui succédera bien gentiment à la tête de sa petite affaire. Mais Marius a d'autres ambitions. Il ne rêve que de voyages au long cours, sur les grands bateaux qu'il ne cesse de voir appareiller depuis son enfance. Fanny, la fille d'Honorine Cabanis, la poissonnière, aimerait bien, elle aussi, retenir Marius. Pourtant, c'est le bon Panisse, l'un des amis de César, qui la demande en mariage. Et César de sortir de ses gonds...""]",https://image.tmdb.org/t/p/w500/tXzmV2LCH8zSNlFmcAQTGKzqv6y.jpg,1,1,0,
Méphisto,tt0022141,134.0,"Crime,Drama,Mystery",6.4,70.0,1930,0,0.668,1931-04-17,"['adapté d’un roman ou d’un livre', 'professeur', 'Nostradamus']","['Le soir de son mariage avec Hilda Bergmann, fille d\'un chimiste suédois: le professeur Bergmann, le jeune et riche américain Willy Keanton est poignardé par un inconnu masqué. Celui-ci enlève Hilda qui est retrouvée un peu plus tard, par le comte Robert d\'Arbel. L\'inspecteur Jacques Miral, surnommé ""le furet de la tour pointue"" est chargé de l\'enquête. Il découvre bientôt qu\'un bandit international, Méphisto, cherche à s\'approprier une formule de procédé contre les gaz asphyxiants, inventée par le professeur Bergmann. La lutte est dure entre Miral et l\'insaisissable Méphisto. Monique Aubray, secrétaire de Keanton et fiancée de l\'inspecteur, les forains Nostradamus et le ""dogue de Bordeaux"", le romancier populaire Fortuné Bidon, s\'y trouvent mêlés...']",https://image.tmdb.org/t/p/w500/r4F4gU89xP1G1efFE3az0pZqUt.jpg,0,1,0,
Le million,tt0022150,91.0,"Comedy,Musical",7.3,4023.0,1930,0,4.034,1931-02-04,"['comédie musicale', 'adapté d’une pièce ou comédie musicale', 'noir et blanc', 'quête vaine', 'trahison par un ami', 'gain à la loterie']","[""Alors que les commerçants le pressent de régler ses dettes, un jeune peintre montmartrois apprend qu'il a gagné à la loterie et réalise qu'il a égaré le veston contenant le billet.""]",https://image.tmdb.org/t/p/w500/tbDwmefKKPk6UizXx11il6dYzCl.jpg,1,0,0,
Tout ça ne vaut pas l'amour,tt0022494,87.0,"Comedy,Romance",6.1,93.0,1930,0,1.181,1931-10-15,[],"[""Le pharmacien Jules Renaudin, vieil homme qui n'a dans sa vie que la passion des timbres, recueille une jeune fille enceinte qui met au monde un enfant mort. Renaudin s'attache à Claire dont il voudrait faire le bonheur, mais elle s'éprend de Jean Cordier, marchand d'appareils de T.S.F, dont le magasin est voisin de la pharmacie.""]",https://image.tmdb.org/t/p/w500/r61UfhRIeYVf1xmx3t0TE22R8Hr.jpg,1,0,0,
À nous la liberté,tt0022599,83.0,"Comedy,Musical",7.4,5244.0,1930,0,4.212,1931-12-18,"['usine', 'automatisation', 'prisonnier évadé', 'satire sociale', 'chaîne de montage']","[""Deux camarades de prison, Émile et Louis, tentent de s'évader, mais seul Louis y parvient. Il se lance dans un petit commerce de phonographes et devient, en quelques années, le riche patron d'une grande entreprise. Pendant ce temps, Émile, libéré de prison, reste vagabond, préférant la liberté au travail. Un jour, il est embauché par hasard dans l'usine de Louis. Celui-ci est d'abord gêné par ce témoin de son passé de prisonnier et fait mine de ne pas le reconnaître, mais leur amitié est finalement plus forte que les barrières de classes sociales.""]",https://image.tmdb.org/t/p/w500/tusBGAoOWr5ujBHawTW1Dhp3yxD.jpg,1,0,0,https://www.youtube.com/watch?v=ttugEEEW06c
L'affaire est dans le sac,tt0022611,45.0,Comedy,6.7,109.0,1930,0,0.737,1932-11-25,"['enlèvement', 'voleur']","[""Le chapelier Benjamin Déboisé projette d'enlever le fils du roi du buvard, le milliardaire Hollister. Il monte le coup avec son commis et un jeune homme dont la fille de Hollister est amoureuse. Le coup réussit mais les ravisseurs découvrent qu'ils se sont trompés et ont en réalité enlevé le milliardaire lui-même…""]",https://image.tmdb.org/t/p/w500/ptequd9ERGcII6UA0cVW0RTTtom.jpg,1,0,0,
Boudu sauvé des eaux,tt0022718,85.0,Comedy,7.2,6581.0,1930,0,5.368,1932-11-11,"['Paris, France', 'tentative de suicide', 'bourgeoisie', 'clochard', 'Seine', 'maîtresse', 'invité à la maison', 'clochard', 'femme adultère', 'mari adultère']","[""Boudu, clochard parisien, se jette à la Seine. Repêché par un libraire aux idées libérales, il sème l'anarchie dans la famille.""]",https://image.tmdb.org/t/p/w500/5yXBQ7WbrIRL9DPKAgFMKtWx0xN.jpg,1,0,0,
Les cinq gentlemen maudits,tt0022765,82.0,"Drama,Mystery",6.2,144.0,1930,0,0.84,1931-10-29,"['Maroc', 'cambriolage', 'malédiction', 'offense culturelle']","['Dans la ville sainte de Moulay-Idriss, au Maroc, cinq gentlemen sont maudits par un inquiétant sorcier local pour l’avoir bousculé et tenté d’enlever le voile à la jeune fille qui l’accompagnait. Ils devront décéder de mort violente avant la nouvelle lune. Effectivement, l’un meurt noyé, en état d’ébriété ; un autre se tue au cours d’un meeting aérien à Berlin… Le millionnaire Le Guerantec, troisième victime potentielle, reçoit une étrange missive, lui parlant d’une possibilité d’empêcher le néfaste sort…']",https://image.tmdb.org/t/p/w500/xr8iGGnBxAUIScFBIkiAKY0orSL.jpg,0,1,0,
Les croix de bois,tt0022787,115.0,"Drama,War",7.7,1893.0,1930,0,2.407,1932-03-17,"['Première Guerre mondiale', 'vie militaire']","[""En 1915, Gilbert Demachy, étudiant en droit et engagé volontaire, rejoint sa section en Champagne, dans le 39e régiment d'infanterie. Idéaliste et naïf, il devient le protégé de Sulphart, un ouvrier d'usine gaillard, et du caporal Bréval, boulanger pâtissier qui désespère de recevoir une lettre de son épouse. Il découvre rapidement le front et le quotidien des tranchées...""]",https://image.tmdb.org/t/p/w500/yQ0T0gf2T8Oipk6uj7xNaLtL4ZP.jpg,0,1,0,https://www.youtube.com/watch?v=vZNsAsdsVUc
Fanny,tt0022877,125.0,"Comedy,Drama",7.8,2088.0,1930,0,4.709,1932-10-27,"['relation mari-femme', 'obsession sexuelle', 'amour platonique', 'conflit moral', 'amour', 'femme enceinte', 'égoïsme', 'mari plus âgé', 'ego amoureux', 'tragicomédie', 'amour maternel', 'enceinte sans mari']","[""Marius est parti en mer. Fanny découvre qu'elle est enceinte et l'annonce à sa mère, qui manque de s'étouffer sous le poids de ce soudain déshonneur. Remise de son émotion, Honorine imagine vite une parade qui réglerait la question en douceur. Si Panisse, depuis toujours amoureux de sa fille, acceptait de l'épouser, le pire serait évité. Fanny ne dédaigne pas cette solution mais préfère avouer la vérité à Panisse, qui ne se laisse pas impressionner. Cet enfant a besoin d'un père. Panisse sera celui-là. César montre, quant à lui, davantage de réticences, mais ne peut empêcher le mariage. Le petit Césariot vient au monde. Panisse l'élève avec un amour inégalé...""]",https://image.tmdb.org/t/p/w500/r3nkvnM6tkutjPiNP9KxP6ctnNX.jpg,1,1,0,https://www.youtube.com/watch?v=5zlQUmycBpA
La nuit du carrefour,tt0023284,75.0,"Crime,Drama,Mystery",6.5,1040.0,1930,0,1.819,1932-04-18,['adapté d’un roman ou d’un livre'],"[""On retrouve un diamantaire hollandais, Goldberg, assassiné dans la voiture de l'agent d'assurances Michonnet, elle-même dissimulée dans le garage de ses voisins danois Carl et sa sœur Else Andersen, habitants du carrefour d'Avrainville. Le commissaire Maigret, qui enquête sur le vol de la voiture de l'agent d'assurances, met les maisons du carrefour sous surveillance. Malgré cela, la femme du diamantaire est également assassinée. Carl est également grièvement blessé par le tueur, puis Else est victime d'une tentative d'empoisonnement...""]",https://image.tmdb.org/t/p/w500/bswbxa1a49rS0owGO7iVAQO1a8R.jpg,0,1,0,
Poil de carotte,tt0023345,91.0,"Drama,Family",7.4,815.0,1930,0,1.4,1932-11-04,"['tentative de suicide', 'enfance difficile', 'rivalité fraternelle', 'famille']","[""La vie malheureuse du jeune François Lepic, dit Poil de Carotte, malmené entre une mère haineuse et malfaisante à son égard, un père taciturne et las qui se croit mal aimé de son fils, un frère et une sœur cupides et hypocrites. Seul Annette, une jeune domestique, prend son parti et fait comprendre à son père qu'il est malheureux...""]",https://image.tmdb.org/t/p/w500/kz2PhWGdRTYbVALNElzbZKw4aH2.jpg,0,1,0,
Le rosier de Madame Husson,tt0023412,57.0,"Comedy,Drama",6.6,66.0,1930,0,0.6,1932-02-15,[],"[""Dans son village, Mme Husson cherche a remettre un prix de vertu a une rosiere mais, ne trouvant pas de jeune fille assez meritante, le remet a Isidore, l'idiot du village, qui devient rosier.""]",https://image.tmdb.org/t/p/w500/yNL4eipZj07m1xzLTLkmcvRZwhU.jpg,1,1,0,
Du haut en bas,tt0023933,79.0,"Comedy,Romance",6.8,105.0,1930,0,1.208,1933-12-08,[],"[""La vie dans une arrière-cour avec son lot d'idylles, de chômage, de joie et de peine.""]",https://image.tmdb.org/t/p/w500/2WlhwkV2Y0wZRXmaB56oLkHcV2.jpg,1,0,0,
Les deux orphelines,tt0023942,102.0,Drama,6.8,94.0,1930,0,1.072,1933-03-03,[],"[""Au début du XIXe siècle, l’orpheline Henriette Gérard accompagne Louise, sa sœur adoptive aveugle, à Paris. Les deux jeunes filles espèrent bien trouver un médecin qui guérira Louise de sa cécité. Hélas, Henriette est enlevée par le marquis de Presles qui a décidé d'en faire son jouet. Louise n'a pas plus de chance que sa sœur : livrée à elle-même, elle tombe dans les mains de la mère Frochard, une mégère alcoolique qui ne cessera de l'humilier et de la tourmenter pour la forcer à mendier.""]",https://image.tmdb.org/t/p/w500/pDJ3OUpB55BrV1ii7RulQef0s3J.jpg,0,1,0,
Jofroi,tt0024196,52.0,Comedy,7.0,139.0,1930,0,0.891,1934-02-16,[],"[""Le vieux fermier Jofroi a vendu un verger au jeune Fonse, mais lorsque ce dernier entreprend d’en arracher les vieux arbres improductifs pour semer du blé, Jofroi s’y oppose. Il défend ses arbres qu'il soigne depuis quarante ans, et menace de tuer Fonse s'il les supprime. Et pour donner du corps à ses positions, il menace de se suicider et fait du chantage à tout le village, pendant deux mois...""]",https://image.tmdb.org/t/p/w500/mKMZ25f2JUgLGteRTFtE5JkuTGF.jpg,1,0,0,
La Maternelle,tt0024310,83.0,Drama,7.3,143.0,1930,0,0.84,1933-09-15,['réalisatrice'],"[""Lorsque son père dépose le bilan puis meurt, le fiancé de Rose la délaisse; elle prend un emploi de bonne dans une école maternelle de Montmartre avec 150 enfants pauvres. Rose donne à chaque enfant une attention affectueuse, et bientôt elle est leur préférée. Un enfant particulièrement nécessiteux est Marie, la fille d'une prostituée. Rose et elle se lient, et Marie est jalouse de toutes les attentions portées à Rose, en particulier celles du Dr Libois, le médecin de l'école. Lorsque Rose guide par inadvertance les enfants à travers l'expérience éducative d'un chercheur invité, puis révèle qu'elle a un diplôme universitaire et travaille sous son poste, le directeur veut la renvoyer. Y a-t-il un moyen pour qu'elle reste ? Et qu'adviendra-t-il de Marie ?""]",https://image.tmdb.org/t/p/w500/apJ2v3ZaVIFAV0IaYjBmA745liJ.jpg,0,1,0,
Le petit roi,tt0024441,80.0,"Comedy,Drama",6.1,81.0,1930,0,0.729,1933-03-02,"['assassinat', 'monarchie']","[""De constitution délicate, Michel VIII, le jeune souverain d'un royaume d'Europe centrale, est confié à des mains serviles. Devant l'aggravation de son état, on l'envoie en France où il retrouve sa mère, exilée pour raison d'Etat. Alors que la santé lui revient, la séparation redoutée se prépare...""]",https://image.tmdb.org/t/p/w500/wwsneihqzylGAxfYcweVPbc8w79.jpg,1,1,0,
Quatorze Juillet,tt0024480,86.0,"Comedy,Romance",6.9,524.0,1930,0,1.841,1933-01-13,"['Paris, France', 'Fête nationale']","[""Anna, fleuriste, et Jean, chauffeur de taxi, se font des serments un soir de bal du 14 juillet à Paris. Jean succombe malgré tout à l'enjôleuse Pola, qui le délaissera vite elle-même. Sans amour, Jean sombre dans la délinquance.""]",https://image.tmdb.org/t/p/w500/wzCFlcx4B2pX58eZCA0REJOmDvG.jpg,1,0,0,
Une histoire d'amour,tt0024720,82.0,"Drama,Romance",6.8,66.0,1930,0,0.621,1933-03-10,[],[],https://image.tmdb.org/t/p/w500/nu4HLo13D5sAsvqPmyNBzfjyjQV.jpg,0,1,0,
Zéro de conduite,tt0024803,47.0,Drama,7.2,9881.0,1930,0,9.762,1933-04-07,"['internat', 'cigarette', 'dîner', 'révolte', 'école de garçons', 'thème gay', 'court métrage']","[""Trois internes se rebellent et organisent une révolte dans un collège de province. Présenté dans le cadre de Ciné mémoire dans une version rénovée, la bande sonore traitée informatiquement permet enfin d'entendre cette œuvre toujours d'avant-garde du cinéma français.""]",https://image.tmdb.org/t/p/w500/oXTEx35m8sXg9DRbVdQQQNGhQjg.jpg,0,1,0,
Angèle,tt0024830,145.0,Drama,7.3,483.0,1930,0,1.4,1934-10-26,[],"[""Angèle, fille de Clarius Barbaroux un fermier, est séduite par Louis, un vaurien qui l’entraine à la ville et l’oblige à s'y prostituer. Saturnin, un valet de ferme, simple d’esprit au cœur d’or, parvient à la ramener au bercail avec son enfant, mais son père la répudie. Elle est une fille perdue puisqu'avec une enfant mais sans mari, le déshonneur de la famille, il la cache, l'enferme dans la cave…""]",https://image.tmdb.org/t/p/w500/y25PgfJmCFD9KlAMbyoZTxZn6LC.jpg,0,1,0,
L'Atalante,tt0024844,89.0,"Adventure,Drama,Romance",7.7,18390.0,1930,0,7.721,1934-04-24,"['dépression', 'mariage', 'surréalisme', 'sous l’eau', 'péniche', 'problème conjugal']","[""Le marinier Jean a épousé Juliette, une fille de paysans de l'Oise. Ils vont vivre à bord de leur péniche «\xa0l'Atalante\xa0» des moments de bonheur et des moments de tristesse. L'équipage se compose d'un mousse et du père Jules, inénarrable personnage qui vit au milieu de ses chats. Mais Juliette, après la rencontre au bal musette d'un jeune camelot, quitte le navire. À bord de «\xa0l'Atalante\xa0» c'est la consternation jusqu'au moment où Jules s'en mêle.""]",https://image.tmdb.org/t/p/w500/4TelDTgSh2Ah5P08O0ffoKhwIGp.jpg,0,1,0,
Le dernier milliardaire,tt0025043,90.0,Comedy,6.1,256.0,1930,0,2.699,1934-10-16,['milliardaire'],"[""La reine du Casinario, un petit pays dont la fortune, assurée par les jeux, n'est pas assez importante pour financer une politique de grands travaux, fait appel à un milliardaire, Banco. Elle lui promet la main de sa fille, mais lui cache la mauvaise santé financière de son royaume. Banco, s'apercevant de la duperie, se proclame dictateur du Casinario. Mais un accident lui fait perdre la raison. Il continue cependant à régner, au gré de ses extravagances. Les habitants ont recours, pour survivre, à d'ingénieux stratagèmes...""]",https://image.tmdb.org/t/p/w500/9o4o8J4i1KvHL5wtnbS4EdjKi64.jpg,1,0,0,
Golgotha,tt0025191,95.0,"Adventure,Drama,History",6.6,320.0,1930,0,1.954,1935-01-01,"['religion', 'Jésus-Christ', 'derniers jours']","[""L'an 786 du calendrier romain à Jérusalem. Les célébrations pascales attirent dans la capitale juive les pèlerins par milliers. Le Sanhédrin, sénat coutumier qui maintient en Judée une autonomie religieuse et judiciaire face au pouvoir romain, voit d'un mauvais œil l'arrivée en ville d'un prophète venu de Galilée, Jésus de Nazareth. Les sanhédrites craignent que celui-ci, fort de sa popularité, se proclame roi des Juifs. Il n'en fait rien, mais provoque leur colère en chassant les marchands installés dans le temple.""]",https://image.tmdb.org/t/p/w500/rH2zwSiuNFpZTMYUlIDBLhVAtOL.jpg,0,1,0,
Le grand jeu,tt0025198,120.0,"Drama,Romance",7.2,457.0,1930,0,1.26,1934-05-02,[],"[""Pierre Martel, ancien avocat, s'est laissé aller à de frauduleuses combines pour soutenir le train de vie que lui impose sa maîtresse Florence. Le voilà obligé de s'engager dans la Légion Étrangère pour oublier son amour et sa forfaiture. Sa rencontre avec Irma, une prostituée d'un bled marocain ressemblant étrangement à Florence, va sembler pour lui, une hypothétique rédemption. Mais son destin est définitivement inscrit dans le mystère des cartes…""]",https://image.tmdb.org/t/p/w500/bolOcVaDijynNMAEnThXvZZ9fD2.jpg,0,1,0,
